name,description,cook_time,level,servings,instructions,image_path
Khai Vị Cá Hồi Táo Trộn,"Khai vị cá hồi táo trộn rất phổ biến ở Nhật và được mọi người ưa chuộng, món ăn này sẽ làm ấm lên không khí đêm Noel ở mỗi gia đình .",30,Dễ,4,"Táo để vỏ, rửa sạch, cắt miếng vuông rồi ngâm trong nước có pha nước cốt chanh.
Cà chua bỏ hạt, cắt thơm và cà chua thành miếng vuông 7mm.
Cần tây cắt miếng vuông rồi luộc sơ qua nước pha 1/2m muối, vớt ra để ráo.
Xà lách rửa sạch, để ráo.
Cá hồi cắt miếng vừa ăn, ướp với 1/2m muối, 1/2m tiêu, 1/2m bột ớt, 2m ngò tây và 1m nước cốt chanh, để thấm khoảng 10 phút, sau đó chiên vừa chín với ít dầu.
Trộn táo, thơm, cần tây, cà chua với 4M xốt Mayonnaise Aji-Mayo®, 1m mù tạc và 1/2m muối.
Xếp lá xà lách lên muỗng sứ, cho xà lách và cá hồi lên trên, trang trí với thì là.",recipe_images/Khai_vị_cá_hồi_táo_trộn.jpg
Bánh Mì Đút Lò Xốt Mayonnaise,"Bánh mì vàng ươm giòn thơm, nhân bánh có sự kết hợp của nấm rơm, nấm kim châm giòn giòn ngon miệng, hành tây ngòn ngọt, thịt xông khói áp chảo thơm thật thơm và đặc biệt là vị béo chua hài hòa của xốt mayonnaise.",20,Dễ,4,"Nấm kim châm rửa sạch, cắt khúc. Nấm rơm cắt nhỏ. Hành tây cắt mỏng. Thịt xông khói cắt miếng 1cm. Bánh mì cắt lát xéo 2cm. Ngò tây cắt nhuyễn.
Pha xốt: trộn đều 1M xốt mayonnaise “Aji-mayo” Ngọt Dịu, 20g kem tươi và 15g sữa tươi.
Đun nóng chảo, cho thịt xông khói vào đảo đều đến khi thịt giòn, thơm thì trút ra dĩa.
Làm nhân: Phi thơm tỏi với 10g bơ, xào thơm hành tây, tiếp tục cho nấm rơm và nấm kim châm vào xào, nêm  ít muối, tiêu, cho nước xốt vào rồi thêm 5g bột mì vào đảo đều, cho 1/2 hỗn hợp thịt xông khói vào trộn đều, chừa lại một ít để trang trí. Tắt lửa.
Cho nhân lên bánh mì, xếp thịt lên, rắc phô mai mài sợi và ngò tây lên trên. Nướng bánh mì đến khi vàng giòn.
Xếp bánh mì ra dĩa. Dùng nóng.",recipe_images/Bánh_mì_đút_lò_xốt_mayonnaise.jpg
Bầu Non Trộn Heo Quay,"Đây là một món trộn rất dễ ăn và còn đảm bảo năng lượng, giúp bữa cơm gia đình thêm ấm cúng trong những ngày trời lạnh.",20,Dễ,4,"Thịt heo quay cắt thanh 1cm. Lá húng lủi cắt nhỏ. Mè rang thơm, ớt sừng băm nhỏ.
Cà rốt bào vỏ, cắt sợi dài 5cm, dài 3mm. Bầu rửa sạch cắt đầu và cắt gốc, cắt sợi dài 5cm, dày 1cm.
Luộc bầu và cà rốt trong nước có pha 1/2m muối, vớt ra ngâm nước đá lạnh, để ráo.
Trộn chung bầu, cà rốt, thịt heo quay, nêm 1/4m muối, 1/4m tiêu, 2M xốt Mayonnaise Aji-Mayo®, thêm lá húng lủi, mè rang và ớt băm vào trộn đều.
Trình bày món ăn ra dĩa, trang trí với lá húng lủi.",recipe_images/Bầu_non_trộn_heo_quay.jpg
Khoai Tây Trộn Mayonnaise,"Đây là món ăn Âu nhưng rất phù hợp với người Việt đặc biệt là trẻ em, thường dùng trong dịp Noel, rất bổ dưỡng cho sức khỏe và còn cung cấp nhiều năng lượng.",30,Dễ,4,"Khoai tây gọt vỏ, cắt khối 2cm. Hành tây cắt nhỏ.
Thịt ba rọi cắt sợi, chiên vàng. Ngò tây băm nhuyễn.
Cà chua bi cắt múi cau.
Pha nước trộn salad: xào hành tây trong chảo đã chiên thịt ba rọi, thêm 1m mù tạc, 1 chén nước, 1M Giấm gạo lên men LISA®, 2m hạt nêm Aji-ngon®, 1m muối và 1/2m tiêu.
Luộc chín khoai tây rồi vớt ra trộn với nước trộn salad, để nguội. Sau đó thêm 4M xốt Mayonnaise Aji-mayo®, cà chua bi, 1M ngò tây và thịt ba rọi vào trộn đều.
Cho khoai tây trộn ra dĩa, rắc ít bột ớt và ngò tây lên trên.",recipe_images/Khoai_tây_trộn_Mayonnaise.jpg
Lươn Om Khoai Sọ,"Vừa ngon vừa hấp dẫn, món này thực sự rất thích hợp cho bữa cơm gia đình trong tiết trời se se lạnh của những tháng cuối năm.",25,Dễ,4,"Lươn sơ chế sạch, khứa trên thân rồi cắt khúc vừa ăn, ướp 1M sả băm, 1M tỏi băm, 1m hạt nêm Aji-ngon®, 1M nước mắm, 1/2m tiêu và 1M dầu điều, để thấm.
Khoai sọ cắt miếng vừa ăn, chiên sơ. Ớt hiểm đập dập. Rau om, ngò gai cắt nhỏ.
Đun nóng 2M canh dầu ăn, phi thơm sả và tỏi băm, cho lươn vào xào săn, thêm khoai sọ, ớt hiểm và 1 chén nước nóng, nêm ½M đường, om nhỏ lửa đến khi lươn chín, nước gần cạn thì tắt bếp.
Múc lươn ra dĩa, rắc thêm tiêu và ngò gai. Dùng nóng với cơm.",recipe_images/Lươn_om_khoai_sọ.jpg
Nhộng Xào Măng Chua,"Nhộng vàng thơm, bóng đẹp xem lẫn màu trắng của măng chua và màu xanh mát của ngò gai. Thịt nhộng mềm, béo ngậy, măng giòn, chua nhẹ, ngò gai dậy mùi. Món này ăn với cơm thì ngon lắm.",20,Dễ,4,"Nhộng rửa sạch để ráo trộn với 2M Giấm gạo lên men LISA® trong vài phút chắt bỏ nước giấm, ướp, 1/3m tiêu, 1/2m đường, 1/2m hạt nêm Aji-ngon®, và 1m hành và tỏi băm
Măng chua vớt ra xả nước, vắt ráo, cắt miếng nhỏ vừa ăn. Rau ngò gai cắt nhỏ.
Rang hành tỏi trên chảo cho thơm, cho nhộng vào rang cho ráo nước và thấm gia vị. Tiếp tục cho khoảng 3M dầu vào, đảo đều.
Cho măng chua vào, nêm 1/2m nước mắm đảo đều cho măng thấm gia vị, tắt lửa, thêm ngò gai và ớt sừng vào trộn đều.
Dùng nóng với cơm trắng.",recipe_images/Nhộng_xào_măng_chua.jpg
Gỏi Hải Sản Phương Đông,Món gỏi với các nguyên tắc và cách chế biến theo kiểu Tây nhưng lại sử dụng nguyên liệu và gia vị Châu Á.,30,Dễ,4,"Tôm, sò điệp rửa sạch, để ráo. Cá basa phi lê cắt vuông, mực rửa sạch cắt hình trái thơm. Luộc mực, sò điệp, cá, tôm trong nước có bỏ vài lát gừng, một ít hành lá nêm 2m hạt nêm Aji-ngon®, vừa chín thì vớt ra, ngâm qua nước lạnh rồi để ráo.
Tôm bỏ vỏ, đầu, chỉ lưng.
Gừng cắt lát. Tỏi băm nhuyễn. Rau thơm rửa sạch, để ráo. Hành lá cắt nhỏ. Ớt sừng tỉa hoa.
Cắt trái đu đủ thành hình thuyền, dùng muỗng múc đu đủ thành những viên tròn nhỏ.
Pha nước trộn gỏi: trộn đều 4m Giấm gạo lên men LISA®, 1m nước tương Phú sĩ, 2M dầu trộn salad, 1m dầu mè với gừng, tỏi, hành lá, 1/2m tiêu, tương ớt và 1/2m muối.
Trộn các loại hải sản và đu đủ với nước trộn gỏi thật nhẹ tay, sau cùng cho rau thơm vào trộn đều.
Múc gỏi vào trái đu đủ hình thuyền, trang trí thêm thì là, bông hẹ và hoa ớt.",recipe_images/Gỏi_hải_sản_phương_Đông.jpg
Cơm Chiên Mayonnaise,"Đây là món ăn rất quen thuộc với người Việt Nam, chế biến đơn giản chỉ trong tích tắc, dùng làm món ăn sáng vừa ngon vừa bổ dưỡng.",25,Dễ,4,"Thịt nguội cắt hạt lựu.
Cải ngọt cắt bỏ gốc, cắt khúc ngắn, để riêng cọng và lá. Trứng gà đánh tan.
Hành tây cắt hạt lựu. cà rốt cắt nhỏ. Hành lá, ngò rí cắt nhỏ.
Phi thơm tỏi với 2M xốt Mayonnaise Aji-Mayo®, xào hành tây và cọng cải ngọt, tiếp tục cho trứng vào chiên sơ, thêm cơm và cà rốt vào đảo đều, nêm 1,5m hạt nêm Aji-ngon®, lá cải, thịt nguội, chiên đến khi cơm săn hạt, thêm 1M xốt Mayonnaise Aji-Mayo®, trộn đều rồi tắt bếp. Rắc thêm tiêu, hành lá và ngò rí.
Dùng nóng, kèm nước tương và ớt cắt lát.",recipe_images/Cơm_chiên_mayonnaise.jpg
Cá Điêu Hồng Xốt Ngũ Sắc,"Cá điêu hồng bên ngoài giòn thơm, bên trong thịt cá tươi, ngọt, dai nhẹ. Đặc biệt là nước xốt sền sệt, chua ngọt hài hòa, lại có lẫn mùi thì là thơm thơm của thì là. Món Bắc do người Bắc hướng dẫn, đảm bảo sẽ làm hài lòng những khán giả yêu thích hương vị Bắc.",30,Dễ,4,"Cá diêu hồng lóc lấy 2 miếng phi lê, đầu cá và xương cá vẫn dính liền nhau để trình bày cho đẹp. Phi lê cá khía hoa cúc, cắt miếng vừa ăn.
Pha Aji-Quick® Bột Chiên Giòn Hải Sản với nước theo tỷ lệ ghi trên bao bì.
Rau cải chip nhặt rửa sạch, luộc trong nước sôi cùng với ít hạt nêm Aji-ngon® và 1 ít dầu ăn, cho rau vừa chín tới, sau đó vớt ra ngâm nước lạnh.
Cà chua, ớt xanh, ớt đỏ cắt hình thoi. Hành lá, thì là cắt nhỏ. Hòa tan 1M bột bắp với với 1 chén nước nguội.
Pha hỗn hợp gia vị: 1M dầu hào, 2M nước tương “Phú Sĩ”, 1M tương cà, 1.5M hạt nêm Aji-ngon®, 1M đường, trộn đều.
Làm nước xốt: Phi thơm tỏi với 2M dầu ăn, cho cà chua vào đảo đều, cho tiếp ớt xanh đỏ, xào nhanh rồi thêm hỗn hợp gia vị và ít nước bột năng tạo độ sánh, tắt lửa, thêm ít hạt tiêu, hành lá và thì là cắt nhỏ vào đảo đều.
Đun nóng dầu ăn, nhúng miếng phi lê cá qua hỗn hợp Aji-Quick® Bột Chiên Giòn Hải Sản, cho vào dầu chiên chín vàng, vớt ra để ráo dầu. Phần bột còn lại trải đều lên trên bề mặt đầu và xương cá, cũng chiên chín vàng giòn, vớt ra để ráo dầu.
Bày rau cải, thì là dọc theo đĩa bầu dục. Đặt xương cá dọc theo chiều dài đĩa, xếp phi lê cá lên trên, chan nước xốt. Dùng nóng.",recipe_images/Cá_điêu_hồng_xốt_ngũ_sắc.jpg
Súp Nấm Cua,"Món súp thích hợp dùng vào các dịp giáng sinh, năm mới, có sự kết hợp hài hoà của thịt cua và các loại nấm.",30,Dễ,4,"Nấm đông cô và nấm rơm cắt nhỏ, nâm kim châm và nấm linh chi cắt đôi.
Ngò rí thái nhỏ. Trứng gà đánh tan đều. Hòa tan 5M bột năng với 1/2 chén nước.
Cho nấm đông cô vào nồi khoảng 1,5 lít nước dùng đang sôi, cho tiếp thịt cua vào nấu khoảng 1 lúc thì cho tiếp loại nấm còn lại vào. Nêm 2M hạt nêm Aji-ngon® và 1/2m muối. Cho bột năng vào từ từ, khuấy đều cho súp có độ sánh. Sau đó cho trứng gà vào, khuấy nhẹ tay để tạo sợi. Tắt bếp và thêm 1m dầu mè vào tạo thêm sức hấp dẫn cho món ăn.
Múc súp ra tô, rắc tiêu, ngò rí  lên trên. Ăn kèm nước tương  “Phú Sĩ”   và ớt cắt lát.",recipe_images/Súp_nấm_cua.jpg
Mực Dồn Nhân,"Mực dồn nhân là món mực hấp, bên trong có dồn …xôi đậu xanh, tôm quết nhuyễn, mực và cà rốt băm. Khi ăn có thể chấm với xốt mayonnaise hay nước tương, cái nào cũng thơm ngon. Woa, mới nói thôi mà đã thèm rồi mọi người ơi. Đầu bếp hôm nay đến từ Bạc Liêu đó các bạn ạ.",30,Dễ,4,"Gừng giã dập, vắt lấy 1m nước gừng, xác gừng để lại sơ chế mực.
Mực ống rút đầu làm sạch răng mắt và nội tạng, rửa qua với 2M Giấm gạo lên men LISA®, xác gừng pha với 400ml nước lạnh. Vớt mực ra, để ráo.
Mực lấy 1 con lột da bằm nhỏ. Phần mực còn lại ướp 1/2m muối, 1.5M nước mắm, 2M nước tương “Phú Sĩ”, 1M đường, 100g đá viên, 400ml nước. Giữ trong ngăn mát tủ lạnh 30 phút – 1 tiếng.
Tôm lột vỏ rút bỏ chỉ đen trên lưng, lau thật ráo, đập giập, cho vào tô tán cho tôm dai, kết dính. Trộn tôm, mực bằm nhỏ, xôi, 1m cà rốt băm, 1m nước gừng, 1m đường, ¼m tiêu xay, 1m tỏi băm, 1m nước mắm, ½m hạt nêm Aji-ngon®, 1m nước tương “Phú Sĩ”,để thấm.
Lấy mực ra để thật ráo nước. Dồn hỗn hợp trên vào trong thân mực sau đó gắn đầu mực vào và cố định bằng 1 cây tăm. Xếp mực vào xửng hấp khoảng 10 – 15 phút là chín. Lấy ra, để nguội, cắt khoanh.
Trình bày món ăn ra dĩa, khi ăn chấm Xốt Mayonnaise Aji-Mayo®",recipe_images/Mực_dồn_nhân.jpg
Lưỡi Heo Trộn Chua Ngọt,"Lưỡi heo giòn giòn thấm vị vừa ăn, các loại nguyên liệu hành tây, cà rốt, đậu phộng rang cũng giòn đều và hòa trộn với nhau thành một món khai vị cực kì ngon miệng cho bữa cơm của gia đình bạn.",4,Dễ,15,"Lưỡi heo chần qua nước sôi 2-3 phút, xả qua nước lạnh, lột bỏ phần da bên ngoài, luộc tiếp với vài lát gừng đập dập cho đến khi lưỡi heo chín, ngâm vào nước đá lạnh ngay, sau đó cắt lát mỏng khoảng 2mm.
Cần tây tước bỏ xơ, cắt xéo lát mỏng. Hành tây cắt mỏng theo sớ ngang và ngâm nước đá, vớt ra vắt ráo nước. Cà rốt cắt sợi. Rau răm cắt nhỏ. Đậu phộng giã sơ.
Pha nước trộn gỏi: Khuấy tan 2M đường với 2M nước mắm, 2M Giấm gạo lên men LISA®, 1/2m Bột ngọt AJI-NO-MOTO® và 2M tỏi ớt băm.
Trộn chung cần tây, hành tây và cà rốt, cho vào 1M nước trộn gỏi và trộn đều lên, sau khoảng 1-2 phút chắt phần nước trong rau ra. Phần lưỡi heo trộn với 2M nước trộn gỏi để thấm trong vòng 5 phút. Trộn chung lưỡi heo với rau và cho phần nước trộn gỏi còn lại vào. Cho thêm rau răm cắt nhỏ vào cuối cùng.
Cho lưỡi heo ra đĩa, rắc thêm đậu phộng, ăn kèm bánh phồng tôm.",recipe_images/Lưỡi_heo_trộn_chua_ngọt.jpg
Gà Cuộn Nướng Xốt Mayo,"Không khí Giáng sinh đang gần kề mà được thưởng thức món gà béo béo, kết hợp hài hòa với rau củ cuộn bên trong thì thật là ngon không còn gì bằng 🙂",40,Dễ,4,"Đùi gà lóc bỏ xương. Ướp gà với nước hành tím, nước tỏi, 1M mù tạt xanh, 1M sữa đặc, 1M bơ, 1M xốt Tabasco, 1m dầu điều, 2m hạt nêm Aji-ngon®, 1/2m muối, 1M xốt Mayonnaise Aji-Mayo®, trộn đều, để 15 phút cho thấm gia vị.
Cà rốt, bí ngòi, cắt sợi. Hành tây cắt mỏng.
Xốt ăn kèm: Trộn đều 1/2M mù tạt xanh, 1/2M xốt Tabasco và 2M xốt Mayonnaise Aji-Mayo®.
Đun nóng dầu ăn, xào nhanh cà rốt, hành tây và bí ngòi với lửa lớn, nêm 1/2m xốt Tabasco, 1/2m hạt nêm Aji-ngon®, đảo đều, tắt lửa, để nguội.
Cuộn gà: Đặt đùi gà trên thớt, cho cà rốt, bí ngòi và hành tây vào cuộn lại. Dùng dây buộc, nướng khoảng 15 phút với nhiệt độ 180°C. Cắt bỏ dây, cắt khoanh tròn 1cm.
Xếp gà lên dĩa, trang trí với cà chua bi và ngò tây.",recipe_images/Gà_cuộn_nướng_xốt_Mayo.jpg
Súp Trân Châu,"Một loại súp dễ làm rất ngon và hấp dẫn lại không tốn nhiều thời gian, là món khai vị đặc biệt trong các ngày cuối tuần, hoặc cho các dịp lễ hay sinh nhật.",30,Dễ,4,"Xương sườn rửa sạch, cho vào nồi nước lạnh với 1m muối, hầm lọc lấy 1,5 lít nước dùng.
Thịt ức gà rửa sạch, cho vào nồi hầm xương luộc chín, vớt ra ngâm nước lạnh, xé sợi.
Nấm kim châm rửa sạch, bỏ chân, cắt khúc ngắn 1cm. Cà rốt cắt sợi rồi cắt nhỏ. Ớt sừng thái lát.
Cho bột báng và nước vào nồi, nấu đến khi bột báng nở đều, vớt ra ngâm nước lạnh.
Ngò rí thái nhỏ. Trứng gà đánh tan đều. Hòa tan 5M bột năng với 1/2 chén nước.
Đun sôi nước dùng, cho cà rốt, bột báng và nấm vào, nêm 2M hạt nêm Aji-ngon®, nấu đến khi cà rốt và nấm chín. Giảm lửa rồi cho bột năng vào từ từ, khuấy đều cho súp có độ sánh. Sau đó cho trứng gà vào, khuấy nhẹ để tạo sợi.Tắt bếp và thêm 1m dầu mè vào tạo thêm sức hấp dẫn cho món ăn.
Múc súp ra tô, rắc tiêu, ngò rí  lên trên. Ăn kèm nước tương “Phú Sĩ” và ớt cắt lát.",recipe_images/Súp_trân_châu.jpg
Súp Thập Cẩm,"Súp thập cẩm ăn vừa ngon, vừa bổ, vừa thích hợp cho dịp Nôel với khí trời se se lạnh.",30,Dễ,4,"Xương sườn rửa sạch, cho vào nồi nước lạnh với 1m muối, hầm lọc lấy 1,5 lít nước dùng.
Đậu Hà Lan rửa sạch. Cà rốt, khoai tây cắt hạt lựu. Ngò rí  thái nhỏ. Ớt sừng thái lát.Trứng gà đánh tan đều. Hòa tan 50g bột năng với 1/2 chén nước lọc.
Tôm bóc vỏ, rửa sạch, rút chỉ lưng, băm nhỏ, ướp với 1/2m tiêu, 1/2m muối, 1m hạt nêm Aji-ngon® và 2 đầu hành lá băm nhuyễn. Uớp khoảng 10-15 phút cho thấm gia vị.
Trộn đều hỗn hợp gồm: tôm, đậu hũ nghiền nát, lòng trắng trứng gà, 1m bột năng, 1m dầu mè. Thoa 1 ít dầu ăn lên tay, nặn thành những viên tròn nhỏ vừa ăn.
Đun sôi nước dùng, cho cà rốt vào, cho tiếp khoai tây và viên tôm vào nấu đến khi nước sôi lại thì cho đậu Hà Lan vào nấu chín. Nêm 2M hạt nêm Aji-ngon®. Cho bột năng vào từ từ, khuấy đều cho súp có độ sánh. Sau đó cho trứng gà vào, khuấy nhẹ tay để tạo sợi. Tắt bếp và thêm 1m dầu mè vào tạo thêm sức hấp dẫn cho món ăn.
Múc súp ra tô, rắc tiêu, ngò rí  lên trên. Ăn kèm nước tương LISA và ớt cắt lát.",recipe_images/Súp_thập_cẩm.jpg
Cháo Vạt Giường,"Một món ăn dân dã mà đậm đà, thêm vị cay nồng của ớt bột thì quả là thích hợp với thời tiết se lạnh như thế này rồi, các chị em thử trổ tài nhé!",40,Dễ,4,"Xương heo rửa sạch, chần qua. Nấu nước dùng: đun sôi 5 lít nước, cho xương heo vào nấu với hành tim nướng, nấu cho xương ra nước ngọt, cho tiếp xương cá vào.
Cắt nhỏ hành lá. Giã bể củ nén.
Phi lê cá cắt miếng vừa ăn. Phần đầu, xương cắt khúc, nấu nước dùng. Ướp cá với 1M củ nén, 1m hạt nêm Aji-ngon®, 1/3m ớt bột.
Nhồi bột: Bột gạo lọc bóp mịn với khoảng 250ml nước ấm, viên bột lại cỡ nắm tay, cho vào nước sôi luộc chín lớp ngoài, khi bột nổi lên thì vớt ra. Bóp bột nhồi lại cho đều (bột ở trạng thái nửa sống nửa chín). Cán bột mỏng 1-2mm, sau đó cắt sợi dài khoảng 12cm, ngang 2-3mm. Dùng bột khô áo sơ để các sợi không dính vào nhau.
Đun nóng 2M mỡ trong chảo, phi thơm 1M củ nén, cho cá vào đảo qua, tắt lửa, rắc tiêu và chút ớt bột lên cá.
Lọc lấy nước dùng, nêm 2M hạt nêm Aji-ngon®, rải sợi bánh canh vào khoảng 3 phút thì sợi bột chín, cho cá vào khuấy nhẹ. Tắt lửa.
Múc cháo vạt giường ra tô, rắc thêm tiêu và hành lá, ăn kèm với ớt băm, nước mắm, ớt trái ngâm nước mắm.",recipe_images/Cháo_vạt_giường.jpg
Bánh Mì Kẹp Thịt Bò Bằm,"Đây là món ăn rất được trẻ em và nhân viên văn phòng ưa chuộng, mang mùi vị hấp dẫn nhưng lại rất dễ làm.",30,Dễ,4,"Hành tây 1/2 băm nhỏ, 1/2 cắt sợi. Xào hành tây băm với ít dầu đến khi trong, để nguội.
Trộn đều thịt bò, mỡ heo và hành tây xào, thêm 1m hạt nêm Aji-ngon®, 1/2m muối, 1/2m tiêu, 1m mù tạc vàng và 2m tương cà. Nặn thành viên tròn sau đó ép dẹp, đặt lên khay có thoa ít dầu ăn, cất vào tủ lạnh trước khi chiên.
Xà lách rửa sạch, để ráo. Cà chua cắt lát.
Chiên vàng phần hành tây cắt sợi. Trứng gà chiên ốp la.
Chiên thịt bò viên vừa chín tới, cho hành tây chiên lên, thêm 1 lát phô mai, đút lò nướng chảy.
Bánh mì tròn cắt đôi, nướng vàng hai mặt rồi phết xốt Mayonnaise Aji-Mayo®lên.
Cho phần đáy bánh mì lên dĩa, xếp xà lách, cà chua, viên thịt bò và trứng gà ốp gà lên trên, cuối cùng kẹp thêm phần nửa bánh mì còn lại.",recipe_images/Bánh_mì_kẹp_thịt_bò_bằm.jpg
Bánh Mì Phô Mai Thịt Nguội,"Một loại bánh mì ăn ngon, bổ dưỡng lại rất được phổ biến ở Mỹ, vừa có thể ăn sáng, ăn xế hoặc dùng trong các buổi tiệc nhẹ cho cả người lớn và trẻ em.",20,Dễ,4,"Cà chua, dưa leo cắt lát mỏng.
Khoai tây chiên vàng giòn, rắc ít muối, tiêu vào xóc đều.
Bánh mì nướng vàng đều hai mặt, phết xốt Mayonnaise Aji-Mayo® vào 1 mặt bánh.
Cho thịt nguội, phô mai lên 4 miếng bánh mì sandwich, cho vào lò nướng phô mai chảy ra, sau đó xếp dưa leo, cà chua, xà lách và lát sandwich còn lại lên. Cắt bỏ rìa rồi cắt đôi theo đường xéo.
Xếp sandwich và khoai tây chiên ra dĩa, trang trí thêm xà lách và đồ chua. Khi ăn chấm với xốt Mayonnaise Aji-Mayo®.",recipe_images/Bánh_mì_phô_mai_thịt_nguội.jpg
Bánh Mì Kẹp Xúc Xích,Món này là món ăn nhẹ có nguồn gốc Âu được giới trẻ rất ưa chuộng vì không chỉ dễ ăn mà còn chế biến rất nhanh.,20,Dễ,4,"Xà lách rửa sạch, cắt sợi. Dưa leo, cà chua cắt lát.
Cà rốt, hành tây, ớt chuông đỏ, cần tây, ngò rí băm nhuyễn.
Trụng xúc xích qua nước nóng, sau đó vớt ra chiên sơ qua chảo không dầu.
Pha xốt mayonnaise trộn: trộn đều 4M Xốt Mayonnaise Aji-Mayo® với 1M rau củ băm, 1M xốt tương cà và 1m mù tạc.
Xẻ dọc ổ bánh Hot dog, phết một lớp hỗn hợp xốt vừa trộn vào hai bên mặt bánh, sau đó xếp cà chua, dưa leo, xà lách và xúc xích vào giữa.",recipe_images/Bánh_mì_kẹp_xúc_xích.jpg
Tôm Thịt Kho Quẹt,"Món kho quẹt này có phong cách vừa truyền thống vừa hiện đại, vừa thực hiện cực kỳ nhanh chóng, bổ sung vào thực đơn món ngon mùa lạnh, giúp cả gia đình ấm cúng trong mùa đông.",20,Dễ,4,"Mỡ gáy cắt nhỏ, thắng với ít nước lạnh, múc ra 1M.
Pha nước xốt: Khuấy tan 3M đường với 3M nước mắm, 1m bột ngọt AJI-NO-MOTO®.
Đun nóng dầu ăn, xào mỡ với thịt và tôm cho săn, cho nước xốt, ớt trái vào đun nhỏ lửa cho cạn, rưới thêm 1M mỡ, rắc thêm tiêu.
Dùng kèm rau củ luộc, bầu, đậu bắp, khổ qua, ngồng cải.",recipe_images/Tôm_thịt_kho_quẹt.jpg
Gà Nướng Teriyaki,"Bánh mì kẹp gà nướng Teriyaki với hương vị mới lạ rất phù hợp cho bữa ăn sáng hoặc ăn nhẹ buổi tối, đây là món ăn của Nhật nhưng rất phù hợp với khẩu vị của người Việt.",20,Dễ,4,"Thịt gà lọc bỏ xương, ướp với 1m đường, 1m rượu nếp, 2M nước tương “Phú Sĩ” và 1M hành, tỏi băm, để thấm 10 phút.
Xà lách, ngò rí rửa sạch, để ráo. Dưa leo, cà chua cắt lát dày khoảng 0,5cm.
Pha nước xốt: cho 1/3 chén rượu, 2/3 chén đường, 1/2 chén nước lọc và 1/2 chén nước tương “Phú Sĩ” vào tô, khuấy tan đường.
Đun nóng dầu, cho thịt gà vào nướng áp chảo đến khi vàng đều hai mặt thì cho nước xốt vào. Đậy nắp, đun nhỏ lửa đến khi nước sền sệt thì tắt bếp.
Lấy thịt gà ra, cắt miếng vừa ăn.
Xẻ dọc bánh mì, phết xốt Mayonnaise Aji-Mayo® vào hai mặt bên trong, sau đó xếp xà lách, cà chua, dưa leo, thịt gà và ngò rí vào. Cuối cùng cho xốt Mayonnaise Aji-Mayo® lên trên, kẹp lại.",recipe_images/Gà_nướng_Teriyaki.jpg
Thịt Bò Xào Cần Nước,"Đây là món ăn ngon và bổ dưỡng, trong rau cần có vị ngọt, tính mát, nhiều chất xơ nên rất tốt cho tiêu hóa và đặc biệt đối với người cao huyết áp.",25,Dễ,4,"Thịt bò cắt lát mỏng ngang sớ, ướp với 1 ít tỏi băm, đầu hành lá băm, 1m đường, 1/2m tiêu, 1/2m hạt nêm Aji-ngon®, 1m nước tương “Phú Sĩ” và bột năng rồi trộn đều, để thấm khoảng 15 phút.
Rau cần nước làm sạch, ngâm nước vo gạo 1 lúc, rửa sạch, cắt bỏ phần gốc rồi cắt khúc dài 4cm, để riêng cọng và lá.
Hành tây tím cắt múi cau. Ớt cắt sợi. Tỏi đập dập.
Phi thơm hành, tỏi, cho cọng cần vào xào trước khoảng 1 phút rồi cho lá cần vào, nêm 1/2m muối và 1m hạt nêm Aji-ngon®, trút ra dĩa.
Phi thơm tỏi, xào thịt bò với lửa to đến khi thịt vừa săn và chín tái thì cho hành tây vào xào. Tắt lửa, cho cần vào trộn đều.
Cho bò xào cần ra dĩa, trang trí với ớt cắt sợi lên trên. Ăn nóng với cơm.",recipe_images/Thịt_bò_xào_cần_nước.jpg
Gà Xào Hạnh Nhân,"Gà xào hạnh nhân là món xào thập cẩm với nhiều loại rau củ, rất ngon và đậm đà, đảm bảo gia đình bạn sẽ có một món ăn thú vị.
",15,Dễ,4,"Thịt gà cắt hạt lựu, ướp với hành tỏi băm, 1/2m tiêu, 1m nước tương “Phú Sĩ”, 1/2m hạt nêm Aji-ngon® để thấm.
Hạnh nhân cắt lát mỏng, rang vàng. Cà rốt, su hào, củ sắn, cần tây cắt hạt lựu.
Đậu cove Nhật cắt nhỏ. Nấm hương ngâm nở rồi luộc mềm với nước có ít rượu, 1/2m hạt nêm Aji-ngon®, hành lá và gừng đập dập.
Pha hỗn hợp gia vị để xào: trộn đều 1/2 chén nước với 2m hạt nêm Aji-ngon®, 1m muối và 1m đường.
Phi thơm tỏi, cho cà rốt, su hào, củ sắn, vào xào gần chín, thêm cần tây, nấm, và đậu cove vào, nêm 1m rượu trắng và 1M hỗn hợp gia vị vào rồi xào chín, trút ra dĩa.
Phi thơm hành tỏi, rồi cho thịt gà vào xào, thêm hỗn hợp nước gia vị còn lại vào, xào đến khi thịt gà chín thì thêm nước bột năng. Sau đó cho hạnh nhân và rau củ vào đảo đều.
Múc gà xào ra dĩa, trang trí ngò và rắc tí tiêu lên trên. Ăn kèm với cơm, chấm nước tương “Phú Sĩ” và ớt cắt lát.",recipe_images/Gà_xào_hạnh_nhân.jpg
